il,ilce,istasyon,merkezId
Çankırı,Merkez,ÇANKIRI/TÜNEY KÖYÜ,19014
Çankırı,Yapraklı,YAPRAKLI/MÜSELLİM KÖYÜ,19015
Çankırı,Çerkeş,ÇERKEŞ/GÖYNÜKÇUKURU KÖYÜ,19016
Düzce,Yığılca,YIĞILCA/YOĞUNPELİT KÖYÜ,19017
Karabük,Safranbolu,SAFRANBOLU/TOPRAKCUMA KÖYÜ,19018
Karabük,Eflani,EFLANİ/GÖLLER KÖYÜ,19019
Kırıkkale,Keskin,KESKİN/KASIMAĞA KÖYÜ,19020
Kırıkkale,Delice,DELİCE/TAŞYAZI,19022
Zonguldak,Devrek,DEVREK/EĞERCİ BELDESİ,19023
Amasya,Merzifon,MERZİFON/ÇAYBAŞI KÖYÜ,19024
Amasya,Taşova,TAŞOVA/BORABOY ORMAN SAHASI,19025
Amasya,Merzifon,MERZİFON/TAVŞAN DAĞI,19026
Çorum,Osmancık,OSMANCIK/TEPEYOLALTI KÖYÜ,19027
Çorum,Osmancık,OSMANCIK/ÖBEKTAŞ KÖYÜ,19028
Çorum,Merkez,ÇORUM/AHMEDİYE KÖYÜ,19029
Kastamonu,Devrekani,DEVREKANİ/KUZ KÖYÜ,19030
Kastamonu,Ağlı,AĞLI,19031
Kastamonu,Bozkurt,BOZKURT/MAMATLAR KÖYÜ,19032
Ordu,Kabadüz,KABADÜZ/YOKUŞDİBİ BELDESİ,19033
Ordu,Mesudiye,MESUDİYE/TOPÇAM,19034
Samsun,Çarşamba,ÇARŞAMBA/ÇAKMAK BARAJI,19035
Samsun,Bafra,BAFRA ORMAN SAHASI,19036
Samsun,Vezirköprü,VEZİRKÖPRÜ/GÖLKÖY ORMAN SAHASI,19038
Sinop,Ayancık,AYANCIK,19039
Sinop,Ayancık,AYANCIK/ÇANGAL,19040
Sinop,Durağan,DURAĞAN/TEKİR YAYLASI,19041
Sinop,Dikmen,DİKMEN/KÜÇÜKKIZIK KÖYÜ,19042
Sinop,Boyabat,BOYABAT/KAVACIK KÖYÜ,19043
Tokat,Almus,ALMUS/ALANKÖYÜ,19044
Tokat,Niksar,NİKSAR/ÇAMİÇİ YAYLASI,19045
Artvin,Borçka,BORÇKA/CANKURTARAN GEÇİDİ,19046
Artvin,Yusufeli,YUSUFELİ/YAMAÇÜSTÜ KÖYÜ,19047
Artvin,Yusufeli,YUSUFELİ/YAYLALAR KÖYÜ,19048
Artvin,Yusufeli,YUSUFELİ/ALTIPARMAK KÖYÜ,19049
Bayburt,Merkez,BAYBURT/SANCAKTEPE KÖYÜ,19050
Bayburt,Merkez,BAYBURT/YAYLALAR KÖYÜ,19051
Bayburt,Merkez,BAYBURT/ÜZENGİLİ KÖYÜ,19052
Giresun,Yağlıdere,YAĞLIDERE/SINIRKÖY KÖYÜ,19053
Giresun,Merkez,GİRESUN/İNİŞDİBİ KÖYÜ,19054
Giresun,Alucra,ALUCRA/GÜRBULAK KÖYÜ,19055
Gümüşhane,Merkez,GÜMÜŞHANE/SUNGURBEYLİ KÖYÜ,19056
Gümüşhane,Kelkit,KELKİT/GÜLTEPE KÖYÜ,19057
Rize,Çamlıhemşin,ÇAMLIHEMŞİN/PALOVİT YAYLASI,19058
Rize,Çamlıhemşin,ÇAMLIHEMŞİN/HUSER YAYLASI,19059
Trabzon,Araklı,ARAKLI/TURNALI KÖYÜ,19060
Trabzon,Yomra,YOMRA/ÖZDİL BELDESİ,19061
Trabzon,Çaykara,ÇAYKARA/LUSTRA YAYLASI,19062
Trabzon,Araklı,ARAKLI/KAYAİÇİ YAYLASI,19063
Trabzon,Çaykara,ÇAYKARA/DEMİRKAPI KÖYÜ,19064
Ağrı,Doğubayazıt,DOĞUBAYAZIT/SULUÇEM KÖYÜ,19065
Ağrı,Merkez,AĞRI/CUMAÇAY BELDESİ,19066
Ardahan,Göle,GÖLE/YAVUZLAR KÖYÜ,19068
Ardahan,Göle,GÖLE/ÇULLU KÖYÜ,19069
Erzincan,Tercan,TERCAN/KARGIN BELDESİ,19070
Erzincan,Merkez,ERZİNCAN/SAKALTUTAN GEÇİDİ,19071
Erzurum,Tekman,TEKMAN/HACIÖMER KÖYÜ,19072
Erzurum,İspir,İSPİR/ÇAMLIKAYA BELDESİ,19073
Erzurum,Aşkale,AŞKALE/OVACIK KÖYÜ,19074
Erzincan,Kemah,KEMAH/DEDEOĞLU KÖYÜ,19075
Kars,Sarıkamış,SARIKAMIŞ/KARAKURT BELDESİ,19076
Kars,Merkez,KARS/SOYLU KÖYÜ,19077
Adıyaman,Besni,BESNİ/KIZILKAYA KÖYÜ,19078
Adıyaman,Çelikhan,ÇELİKHAN/YEŞİLTEPE KÖYÜ,19079
Adıyaman,Gölbaşı,GÖLBAŞI ORMAN SAHASI,19080
Bingöl,Merkez,BİNGÖL/ALATEPE KÖYÜ,19081
Bingöl,Merkez,BİNGÖL/YOLÇATI KÖYÜ,19082
Elazığ,Merkez,ELAZIĞ/YURTBAŞI,19083
Elazığ,Baskil,BASKİL/AŞAĞIKULUŞAĞI BELDESİ,19084
Malatya,Doğanşehir,DOĞANŞEHİR/SÜRGÜ BELDESİ,19085
Malatya,Arguvan,ARGUVAN/ÇOBANDERE KÖYÜ,19086
Malatya,Hekimhan,HEKİMHAN/KURŞUNLU BELDESİ,19087
Malatya,Pötürge,PÜTÜRGE ORMAN SAHASI,19088
Malatya,Doğanşehir,DOĞANŞEHİR/KURUCAOVA MEVKİ,19089
Tunceli,Pertek,PERTEK/ELMAKAŞI KÖYÜ,19090
Bitlis,Tatvan,TATVAN/YELKENLİ BELDESİ,19091
Bitlis,Ahlat,AHLAT/BURCUKAYA KÖYÜ,19092
Muş,Merkez,MUŞ/MERCİMEKKALE BARAJI,19093
Muş,Hasköy,HASKÖY,19094
Muş,Merkez,MUŞ/YAYGIN BELDESİ,19095
Batman,Gercüş,GERCÜŞ/HİSAR BELDESİ,19097
Diyarbakır,Bismil,BİSMİL/YUKARISALAT BELDESİ,19098
Diyarbakır,Çermik,ÇERMİK/SARIBALTA KÖYÜ,19099
Isparta,Yalvaç,YALVAÇ/ÇETİNCE,19100
Mardin,Derik,DERİK/KUTLUCA KÖYÜ,19101
Siirt,Şirvan,ŞİRVAN/DOĞRUCA KÖYÜ,19102
Şanlıurfa,Harran,HARRAN/YENİCE KÖYÜ,19103
Şanlıurfa,Siverek,SİVEREK/ALANYURT KÖYÜ,19104
Isparta,Yenişarbademli,YENİŞARBADEMLİ/DEDEGÖL TEPESİ,19105
Edirne,Lalapaşa,LALAPAŞA/HAMZEBEYLİ KÖYÜ,19106
Edirne,Merkez,EDİRNE/KEMAL KÖYÜ,19107
Edirne,Keşan,KEŞAN/MECİDİYE KÖYÜ,19108
İstanbul,Beylikdüzü,BEYLİKDÜZÜ,19110
İstanbul,Çatalca,ÇATALCA,19111
İstanbul,Kartal,KARTAL/AYDOS DAĞI,19112
Kırklareli,Lüleburgaz,LÜLEBURGAZ/CELALİYE KÖYÜ,19113
Kırklareli,Merkez,KIRKLARELİ/ÜSKÜP KÖYÜ,19114
Kocaeli,Çayırova,ÇAYIROVA,19115
Kocaeli,Derince,DERİNCE,19116
Kocaeli,Gölcük,GÖLCÜK/AYVAZPINARI KÖYÜ,19117
Sakarya,Pamukova,PAMUKOVA,19118
Sakarya,Ferizli,FERİZLİ/GÖLKENT BELDESİ,19119
Sakarya,Serdivan,SERDİVAN,19120
Tekirdağ,Ergene,ERGENE/VAKIFLAR BELDESİ,19121
Tekirdağ,Kapaklı,KAPAKLI,19122
Yalova,Altınova,ALTINOVA/AKTOPRAK KÖYÜ,19123
Aydın,Karpuzlu,KARPUZLU,19124
Aydın,Kuşadası,KUŞADASI/GÜZELÇAMLI,19125
Balıkesir,Gömeç,GÖMEÇ,19126
Balıkesir,Havran,HAVRAN,19127
Balıkesir,Sındırgı,SINDIRGI,19128
Balıkesir,Edremit,EDREMİT/ALTINOLUK,19129
Çanakkale,Merkez,AYVACIK/BEHRAM,19130
Çanakkale,Merkez,YENİCE/TABANKÖY,19131
Çanakkale,Merkez,YENİCE/AŞAĞIÇAVUŞ KÖYÜ,19132
İzmir,Balçova,BALÇOVA,19133
İzmir,Kemalpaşa,KEMALPAŞA/BAĞYURDU KÖYÜ,19134
İzmir,Tire,TİRE/SOMAK KÖYÜ,19136
Manisa,Kırkağaç,KIRKAĞAÇ,19137
Manisa,Salihli,SALİHLİ/ÇAKALDOĞANLAR KÖYÜ,19138
Manisa,Demirci,DEMİRCİ/İCİKLER,19139
Bilecik,Merkez,BİLECİK/ABADİYE KÖYÜ,19140
Bilecik,Söğüt,SÖĞÜT/KÜRE KÖYÜ,19141
Bilecik,Gölpazarı,GÖLPAZARI/KARAAĞAÇ KÖYÜ,19142
Eskişehir,İnönü,İNÖNÜ/THK TESİSLERİ,19143
Eskişehir,Sivrihisar,SİVRİHİSAR/OĞLAKÇI KÖYÜ,19144
Eskişehir,Seyitgazi,SEYİTGAZİ/İDRİSYAYLA KÖYÜ,19145
Eskişehir,Seyitgazi,SEYİTGAZİ/YENİKENT KÖYÜ,19146
Eskişehir,Günyüzü,Eskişehir / GÜNYÜZÜ/KAYAKENT MEVKİ,19147
Kütahya,Gediz,GEDİZ/YAYLAKÖY,19148
Kütahya,Tavşanlı,TAVŞANLI/BALIKÖY,19149
Antalya,Korkuteli,KORKUTELİ/BEĞİŞ KÖYÜ,19150
Antalya,Demre,DEMRE/ÇAĞMAN KÖYÜ,19151
Antalya,Kemer,KEMER/OVACIK KÖYÜ,19152
Antalya,Gazipaşa,GAZİPAŞA/KARATEPE KÖYÜ,19153
Antalya,Alanya,ALANYA/TOSLAK,19154
Isparta,Merkez,ISPARTA/GÖLCÜK MİLLİ PARKI,19155
Antalya,Kumluca,ANTALYA KUMLUCA RADAR SAHASI,19156
Burdur,Yeşilova,YEŞİLOVA/HARMANLI KÖYÜ,19157
Burdur,Ağlasun,AĞLASUN/YUMRUTAŞ KÖYÜ,19158
Isparta,Şarkikaraağaç,ŞARKİKARAAĞAÇ/SARIKAYA KÖYÜ,19159
Isparta,Merkez,EĞİRDİR/BARLA,19160
Muğla,Menteşe,MENTEŞE/GÖKTEPE BELDESİ,19162
Muğla,Menteşe,MENTEŞE/MURATLAR KÖYÜ,19163
Afyonkarahisar,Şuhut,AFYONKARAHİSAR KUMALAR TEPESİ RADAR SAHASI,19164
Afyonkarahisar,Sandıklı,SANDIKLI/ÇUKURCA KÖYÜ,19165
Afyonkarahisar,Sinanpaşa,SİNANPAŞA/TAZLAR KÖYÜ,19166
Denizli,Sarayköy,SARAYKÖY/TIRKAZ,19167
Denizli,Güney,GÜNEY/ADIGÜZELLER KÖYÜ,19168
Denizli,Buldan,BULDAN/KADIKÖY KÖYÜ,19169
Denizli,Pamukkale,PAMUKKALE/BAĞBAŞI,19170
Uşak,Banaz,BANAZ/AHAT KÖYÜ,19171
Uşak,Merkez,UŞAK/SELVİOĞLU KÖYÜ,19172
Adana,Karaisalı,KARAİSALI/SADIKALİ KÖYÜ(ÇATALAN BARAJI),19173
Adana,Tufanbeyli,TUFANBEYLİ/GEZBELİ GEÇİDİ,19174
Gaziantep,Nizip,NİZİP/ULUYATIR,19175
Gaziantep,Şehitkamil,ŞEHİTKAMİL/GAZİANTEP SOFT TEPE RADAR SAHASI,19176
Kahramanmaraş,Onikişubat,ONİKİŞUBAT/ÇAMLIBEL KÖYÜ,19177
Kahramanmaraş,Göksun,GÖKSUN/KARAÖMER KÖYÜ,19178
Kahramanmaraş,Andırın,ANDIRIN/YEŞİLOVA KÖYÜ,19179
Mersin,Mezitli,MEZİTLİ,19180
Mersin,Mut,MUT/SERTAVUL GEÇİDİ,19181
Mersin,Akdeniz,AKDENİZ/YANPAR KÖYÜ,19182
Adana,Karataş,KARATAŞ/KONAKLI KÖYÜ,19183
Osmaniye,Sumbas,SUMBAS,19184
Kayseri,Hacılar,HACILAR,19185
Kayseri,Tomarza,TOMARZA/ARSLANTAŞ KÖYÜ,19186
Kayseri,Pınarbaşı,PINARBAŞI/PAZARSU KÖYÜ,19187
Kayseri,Talas,TALAS/ERCİYES ÜNİVERSİTESİ,19188
Kırşehir,Merkez,KIRŞEHİR/TOKLÜMEN KÖYÜ,19189
Nevşehir,Derinkuyu,DERİNKUYU/DOĞALA KÖYÜ,19190
Nevşehir,Avanos,AVANOS/ALTIPINAR KÖYÜ,19191
Sivas,Gemerek,GEMEREK/SIZIR BELDESİ,19192
Sivas,Ulaş,ULAŞ/YAĞDONDURAN GEÇİDİ,19193
Sivas,Gürün,GÜRÜN/GÖBEKÖREN KÖYÜ,19194
Yozgat,Boğazlıyan,BOĞAZLIYAN/UZUNLU BELDESİ,19195
Yozgat,Yerköy,YERKÖY/HACIUŞAĞI KÖYÜ,19196
Aksaray,Merkez,AKSARAY/YEŞİLTEPE KÖYÜ,19197
Karaman,Merkez,KARAMAN RADAR SAHASI,19198
Karaman,Merkez,KARAMAN/BUCAKKIŞLA BELDESİ,19199
Konya,Meram,MERAM/LORAS DAĞI,19200
Niğde,Bor,BOR/KILAVUZ KÖYÜ,19201
Ankara,Altındağ,ALTINDAĞ/GENÇLİK PARKI,19202
Ankara,Evren,EVREN,19203
Ankara,Polatlı,POLATLI/SARIOBA KÖYÜ,19204
Ankara,Nallıhan,NALLIHAN/SARIYAR,19205
Ankara,Bala,BALA/AŞAĞIHACIBEKİR KÖYÜ,19206
Bartın,Kurucaşile,KURUCAŞİLE/İLYASGEÇİDİ,19207
Bolu,Dörtdivan,DÖRTDİVAN,19208
Bolu,Merkez,BOLU/YEDİGÖLLER MİLLİ PARKI,19209
Çankırı,Çerkeş,ÇERKEŞ/KARACAHÖYÜK KÖYÜ,19210
Çankırı,Kurşunlu,KURŞUNLU/DUMANLI KÖYÜ,19211
Düzce,Cumayeri,CUMAYERİ,19212
Düzce,Kaynaşlı,KAYNAŞLI,19214
Karabük,Merkez,KARABÜK/KELTEPE KAYAK MERKEZİ,19215
Kırıkkale,Yahşihan,YAHŞİHAN,19216
Zonguldak,Merkez,ZONGULDAK/BEYCUMA,19217
Amasya,Merkez,AMASYA/ORMANÖZÜ KÖYÜ,19218
Çorum,Mecitözü,MECİTÖZÜ/EMİRBAĞI KÖYÜ,19219
Çorum,Mecitözü,MECİTÖZÜ/BOĞAZKAYA KÖYÜ,19220
Kastamonu,Abana,ABANA,19221
Kastamonu,Merkez,HANÖNÜ,19222
Ordu,Korgan,KORGAN,19223
Ordu,Çatalpınar,ÇATALPINAR,19224
Samsun,Bafra,BAFRA/KIZILIRMAK KUŞ CENNETİ,19225
Samsun,Yakakent,YAKAKENT,19226
Sinop,Merkez,SİNOP/SARIKUM KÖYÜ,19227
Sinop,Ayancık,AYANCIK/ZİNDAN KÖYÜ,19228
Sinop,Merkez,SİNOP/SAZLI KÖYÜ,19229
Tokat,Merkez,TOKAT/ÇAMLIBEL BELDESİ,19230
Tokat,Erbaa,ERBAA/GÖKAL,19231
Artvin,Merkez,ARTVİN/BEŞAĞIL KÖYÜ,19232
Artvin,Yusufeli,YUSUFELİ/DEMİRKÖY KÖYÜ,19233
Bayburt,Merkez,BAYBURT/KEMERTAŞ,19234
Bayburt,Merkez,BAYBURT/BALLIKAYA KÖYÜ,19235
Bayburt,Merkez,BAYBURT/KOP KAYAK MERKEZİ,19236
Giresun,Espiye,ESPİYE,19237
Giresun,Espiye,ESPİYE/AVLUCA,19238
Giresun,Bulancak,BULANCAK/KOVANLIK,19239
Giresun,Şebinkarahisar,ŞEBİNKARAHİSAR/GÜRPINAR KÖYÜ,19240
Gümüşhane,Kelkit,KELKİT/ÇAMUR KÖYÜ,19241
Gümüşhane,Torul,TORUL/GÜLAÇAR KÖYÜ,19242
Rize,Ardeşen,ARDEŞEN,19243
Trabzon,Çaykara,ÇAYKARA,19246
Trabzon,Şalpazarı,ŞALPAZARI,19247
Ağrı,Merkez,AĞRI/ÇUKURALAN KÖYÜ,19249
Ağrı,Eleşkirt,ELEŞKİRT/YAYLADÜZÜ BELDESİ,19250
Erzincan,Refahiye,REFAHİYE/YURTBAŞI KÖYÜ,19252
Erzurum,İspir,İSPİR/ULUTAŞ,19253
Erzurum,Köprüköy,KÖPRÜKÖY/YILANLI KÖYÜ,19254
Erzurum,Aziziye,AZİZİYE/KUZGUN KÖYÜ,19255
Kars,Selim,SELİM/BEYKÖY,19256
Adıyaman,Besni,BESNİ/SAMBAYAT,19257
Adıyaman,Kahta,KAHTA/NEMRUT DAĞI MİLLİ PARKI,19258
Bingöl,Merkez,BİNGÖL/SANCAK KÖYÜ,19259
Elazığ,Alacakaya,ALACAKAYA,19260
Elazığ,Kovancılar,KOVANCILAR/KOLLUCA KÖYÜ,19261
Elazığ,Merkez,ELAZIĞ/YOLÇATI KÖYÜ,19262
Malatya,Doğanşehir,DOĞANŞEHİR/GÖVDELİ KÖYÜ,19263
Malatya,Merkez,YEŞİLYURT/ÜÇGÖZE KÖYÜ,19264
Tunceli,Pertek,PERTEK/KOÇPINAR KÖYÜ,19265
Bitlis,Adilcevaz,ADİLCEVAZ/ÇANAKYAYLA KÖYÜ,19266
Muş,Merkez,MUŞ KAYAK MERKEZİ,19267
Diyarbakır,Bağlar,BAĞLAR/KIRKKOYUN KÖYÜ,19268
Siirt,Tillo,TİLLO,19269
Şanlıurfa,Harran,HARRAN,19270
Şırnak,Silopi,SİLOPİ/GÖRÜMLÜ BELDESİ,19271
Adana,Seyhan,SEYHAN,19272
Ankara,Etimesgut,ETİMESGUT,19273
Ankara,Kahramankazan,KAHRAMANKAZAN,19274
Ankara,Yenimahalle,YENİMAHALLE,19275
Bursa,Yenişehir,BURSA/YENİŞEHİR,19279
Denizli,Çardak,ÇARDAK,19281
Erzurum,Aziziye,AZİZİYE,19284
Gaziantep,Oğuzeli,OĞUZELİ,19286
Kırklareli,Vize,VİZE,19320
Konya,Kadınhanı,KADINHANI,19321
Konya,Sarayönü,SARAYÖNÜ,19322
Rize,İkizdere,İKİZDERE,19334
Samsun,İlkadım,İLKADIM,19339
Samsun,Terme,TERME,19340
Şanlıurfa,Karaköprü,KARAKÖPRÜ,19341
Tekirdağ,Marmaraereğlisi,MARMARAEREĞLİSİ,19343
Trabzon,Araklı,ARAKLI,19344
Trabzon,Tonya,TONYA,19350
Van,Tuşba,TUŞBA/YÜZÜNCÜ YIL ÜNİVERSİTESİ,19353
Yozgat,Yerköy,YERKÖY,19355
Zonguldak,Çaycuma,ÇAYCUMA,19356
Denizli,Merkezefendi,MERKEZEFENDİ,19359
Hatay,Defne,DEFNE,19363
İstanbul,Sarıyer,SARIYER/YAVUZ SULTAN SELİM KÖPRÜSÜ,19365
Trabzon,Ortahisar,ORTAHİSAR,19366
Kırıkkale,Yahşihan,YAHŞİHAN/KILIÇLAR KÖYÜ,19371
Eskişehir,Mihalgazi,MİHALGAZİ,19372
Artvin,Ardanuç,ARDANUÇ/AŞAĞI IRMAKLAR KÖYÜ,19373
Antalya,Kepez,KEPEZ,19374
Diyarbakır,Kayapınar,KAYAPINAR,19375
Düzce,Gümüşova,GÜMÜŞOVA,19376
Giresun,Dereli,DERELİ,19377
Hatay,Payas,PAYAS,19378
Zonguldak,Kilimli,KİLİMLİ,19379
Sakarya,Erenler,ERENLER,19380
Samsun,Canik,CANİK,19381
Zonguldak,Kozlu,KOZLU,19383
Kırklareli,Merkez,KIRKLARELİ ÜNİVERSİTESİ,19900
Artvin,Ardanuç,ARDANUÇ/GEÇİTLİ KÖYÜ,19901
Trabzon,Maçka,MAÇKA/HAMSİKÖY,19902
Iğdır,Merkez,IĞDIR ÜNİVERSİTESİ,19903
Eskişehir,Odunpazarı,ODUNPAZARI/TÜRKMENDAĞI,19904
Isparta,Şarkikaraağaç,ŞARKİKARAAĞAÇ/KIZILDAĞ MİLLİ PARKI,19905
Sivas,Suşehri,SUŞEHRİ TARIM,19906
Yozgat,Merkez,YOZGAT/ESENLİ KÖYÜ,19907
Hakkari,Merkez,HAKKARİ KAYAK MERKEZİ,19909
Niğde,Altunhisar,ALTUNHİSAR/KARAKAPI BELDESİ,19910
Amasya,Merkez,AMASYA ÜNİVERSİTESİ,19911
Kayseri,Develi,DEVELİ/ÖKSÜT,19912
Malatya,Hekimhan,HEKİMHAN/KÖYLÜKÖYÜ,19913
Antalya,Korkuteli,KORKUTELİ/BAYAT KÖYÜ,19914
Bursa,Osmangazi,ULUDAĞ TELEFERİK,19915
Diyarbakır,Yenişehir,DİYARBAKIR/YENİŞEHİR,19916
Bingöl,Merkez,BİNGÖL/HESAREK KAYAK MERKEZİ,19917
Konya,Çumra,ÇUMRA/APA BARAJI,19918
Erzurum,Palandöken,DOĞU ANADOLU GÖZLEMEVİ,19919
Manisa,Gölmarmara,GÖLMARMARA BELEDİYESİ,19921
Sakarya,Pamukova,PAMUKOVA/AKÇAY BARAJI,19922
Şırnak,Beytüşşebap,BEYTÜŞŞEBAP/KATO DAĞI,19923
Batman,Beşiri,BEŞİRİ/DEMİRDÖVEN KÖYÜ,19924
Artvin,Yusufeli,YUSUFELİ/DEMİRKENT,19925
Elazığ,Merkez,FIRAT ÜNİVERSİTESİ,19926
Çankırı,Ilgaz,ILGAZ DAĞI,19991
